CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
01-15-8751-46,01-215,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO 'EL SANTUARIO',13 AV. 7-39 ZONA 1,66312672,DORA BEATRIZ BARRIOS CRUZ,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-8768-46,01-212,GUATEMALA,VILLA NUEVA,COLEGIO EVANGELICO MIXTO GUATEMALA II,4TA. AV. 4-34 ZONA 1,66269824,HAROLDO ENRIQUE NAVAS PAZ,WENDY MARIA KARINA BURGOS ARTEAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-8868-46,01-413,GUATEMALA,VILLA NUEVA,CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS CEMP,4A. CALLE 9-20 ZONA 1,53907968,AMARILIS RIVAS MEJIA DE DIAZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-8927-46,01-411,GUATEMALA,VILLA NUEVA,LICEO EDUCATIVO LA ASUNCION,6A. AV. 3-54 ZONA 1,66311815,JUAN ENRIQUE MARTINEZ SOLANO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR
01-15-8930-46,01-206,GUATEMALA,VILLA NUEVA,COLEGIO CAMPOS VERDES,"KM. 11 CARRETERA A VILLA NUEVA, COLONIA EL FRUTAL ZONA 5",22234504,INGRID ELIZABETH PEÑA TRUJILLO,KARIN LISSETTE MARTINEZ LEMUS DE MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-9314-46,01-221,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO NUESTRA SEÑORA DE AMERICA,"8A. AVENIDA 6-51 ZONA 3, BARCENAS",58138073,DALLANA ZUHEIDY FLORES CHINCHILLA,KARLA FAVIOLA PEREZ ANZUETO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-9357-46,01-212,GUATEMALA,VILLA NUEVA,COLEGIO BASICO MODERNO PARA COMPUTACION -BM-PC-,"1A. CALLE 0-95, ZONA 1",66311557-66311584,HAROLDO ENRIQUE NAVAS PAZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR
01-15-9377-46,01-216,GUATEMALA,VILLA NUEVA,COLEGIO INTERNACIONES,"LOTIFICACION VILLA ROMANA, CARRETERA AL PACIFICO",66244200,GLADYS IDALMA CHAVARRIA NIJ,MIRNA ELIZABETH MORALES DE LEAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-9415-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO CRISTIANO EDUCACIONAL VIDA,LOTE 10 MANZANA B RECIDENCIALES LLANO ALTO ZONA 6,66595398,JUAN ENRIQUE MARTINEZ SOLANO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-9546-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO ETAMABAL,5A. AVENIDA 3-45 COLONIA ENRIQUETA ZONA 5,66315444,DORA BEATRIZ BARRIOS CRUZ,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR
01-15-9587-46,01-212,GUATEMALA,VILLA NUEVA,LICEO SAN JOSE DE LOS OLIVOS,"10A. AVENIDA 6-72 ZONA 3, BARCENAS",58062370,HAROLDO ENRIQUE NAVAS PAZ,THELMA PATRICIA SIPAQUE ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-16-0092-46,01-205,GUATEMALA,VILLA CANALES,COLEGIO TECNOLÓGICO CANALEÑO,1A. AVENIDA 2-99 ZONA 1,42170461,MARTA LISBETH CUMATZ RAMIREZ,GENCIS YOHANA SOLIS ORTIZ DE XUYÁ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0095-46,01-217,GUATEMALA,VILLA CANALES,LICEO ALVARADO,7A. CALLE 0-19 ZONA 1 BOCA DEL MONTE,24427129,CARLOS ANIBAL LOPEZ,PAOLA CONCEPCIÓN ALVARADO GARCÍA DE PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-0106-46,01-405,GUATEMALA,VILLA CANALES,LICEO PREUNIVERSITARIO DE INFORMÁTICA Y TECNOLOGÍA,1A. AVENIDA 1-41 ZONA 2 ALDEA EL PORVENIR,56985536,BLANCA SARAI GUTIERREZ PINEDA,WILMAN ANTONIO GALINDO LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-0138-46,01-645,GUATEMALA,VILLA CANALES,"INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA ""DORIS LEONOR ZUNUN CARRERA""",3A. CALLE 3-37 ZONA 1 BOCA DEL MONTE GUATEMALA,54604839,ALBA MARICELA JOR PORTILLO,MARCO ANTONIO TEPAZ YUMAN,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-2370-46,01-101,GUATEMALA,VILLA CANALES,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA FORMACION INTEGRAL B.D.M. JV,"ALDEA BOCA DEL MONTE, 4A AVE. 2-51 ZONA 1",Sin especificar,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-2893-46,00-000,GUATEMALA,VILLA CANALES,CENTRO EDUCACIONAL BENEDICTINO,1a. AV. 5-77 ZONA 2,24480639,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-6315-46,01-405,GUATEMALA,VILLA CANALES,COLEGIO MIXTO INTEGRAL CANALEÑO DR. JUAN JOSE AREVALO B.,3A. AVENIDA 2-09 ZONA 1,66350259,BLANCA SARAI GUTIERREZ PINEDA,CELIA IRACEMA REYES CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-6514-46,00-000,GUATEMALA,VILLA CANALES,LICEO MIXTO 'VILLA CANALES',1AV. 2-22,66350080,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-6794-46,01-205,GUATEMALA,VILLA CANALES,COLEGIO INTEGRAL CANALEÑO DR. JUAN JOSE AREVALO BERMEJO,3A. AVE. 2-09 VILLA CANALES,66350259,MARTA LISBETH CUMATZ RAMIREZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-7528-46,00-000,GUATEMALA,VILLA CANALES,COLEGIO CIENTIFICO CENTROAMERICANO C.C.C.,1A. AVE. NORTE 4-27 ZONA 2 ALDEA BOCA DEL MONTE,24480396,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-7846-46,01-508,GUATEMALA,VILLA CANALES,INSTITUTO MIXTO PRIVADO DIEGUEZ OLAVERRI (POR MADUREZ),1A. CALLE B 1-70 ZONA 1 BOCA DEL MONTE,24427079,MANUEL MARIA CANO CASTRO,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,SABATINO,GUATEMALA ORIENTE
01-16-8122-46,01-625,GUATEMALA,VILLA CANALES,"COLEGIO ""SAN JOSE DE LA ENCARNACIÓN""",KM. 23.5 CARRETERA A SAN JOSE EL TABLON,66350324,BRYAN ONELL GAITAN RODRIGUEZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8485-46,01-625,GUATEMALA,VILLA CANALES,COLEGIO DESARROLLO DEL POTENCIAL INTELECTUAL VILLAGE,FINCA LABOR DEL ROSARIO KM. 25.5 CARRETERA AL SALVADOR,66436300,BRYAN ONELL GAITAN RODRIGUEZ,JULIA VERÓNICA PELLECER RODRÍGUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8748-46,01-217,GUATEMALA,VILLA CANALES,LICEO PROFESIONAL DE COMPUTACION MANUEL GALICH,2A. CALLE 3-61 ZONA 1 ALDEA BOCA DEL MONTE,24480907,CARLOS ANIBAL LOPEZ,NERY SOLARES MELGAR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8814-46,01-205,GUATEMALA,VILLA CANALES,COLEGIO BENEDICTINO DE GUATEMALA,1A. AVENIDA 5-77 ZONA 2,24428480,MARTA LISBETH CUMATZ RAMIREZ,ELFEGO URIEL ARREAGA PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8902-46,01-508,GUATEMALA,VILLA CANALES,COLEGIO WELCHES,1A. AVENIDA A 1-36 ZONA 1,24480403,MANUEL MARIA CANO CASTRO,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-8960-46,01-217,GUATEMALA,VILLA CANALES,INSTITUTO TECNICO INDUSTRIAL AVANZADO,3A. AV. 3-41 ZON 3,52174951,CARLOS ANIBAL LOPEZ,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-9001-46,01-405,GUATEMALA,VILLA CANALES,LICEO MIXTO QUIRIGUA,"CASA 5-I, COLONIA PANORAMA DEL VALLE",51601150,BLANCA SARAI GUTIERREZ PINEDA,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-9099-46,01-205,GUATEMALA,VILLA CANALES,COLEGIO LARRY RITZMAN,7A. 2-78 ZONA 1 ALDEA SANTA ELENA BARILLAS,66324132,MARTA LISBETH CUMATZ RAMIREZ,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-9387-46,01-405,GUATEMALA,VILLA CANALES,COLEGIO CARLOS ENRIQUE PEREZ RAMIREZ,"2A. CALLE ""A"" 4-41 ZONA 1 ALDEA BOCA DEL MONTE",24480556,BLANCA SARAI GUTIERREZ PINEDA,CARLOS ENRIQUE HORACIO PÉREZ RAMÍREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-9780-46,01-217,GUATEMALA,VILLA CANALES,INSTITUTO MIXTO DIEGUEZ OLAVERRI,"1A. AVENIDA 2-61 ZONA 3, ALDEA BOCA DEL MONTE",24480686,CARLOS ANIBAL LOPEZ,MARTA ANGELICA LETONA GUTIERREZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-17-0006-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO MIXTO NICTE,"LOTE 44, MANZANA ""D"", SECTOR 10, PRADOS DE VILLA HERMOSA",24646514,ANNY VICTORIA PERDOMO VILLATORO,DIEGO BACH PEREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0023-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO INTEGRAL GUATEMALTECO II,"LOTE 9, MANZANA ""A"", SECTOR 6, ZONA 7, PRADOS DE VILLA HERMOSA",56134501,ALFREDO NOHELI TEMAJ MORALES,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0056-46,01-631,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO MIXTO EN COMPUTACION EL BUEN CAMINO,"2A. CALLE 10-06 VALLES I, ZONA 11",66316457,ADRIANA FABIOLA BOLAÑOS ESTRADA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0091-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,"CENTRO EDUCATIVO CRISTIANO ""EL ARTE DE ENSEÑAR""","25 CALLE 28-36, VILLA HERMOSA II, ZONA 7",24805028,ALFREDO NOHELI TEMAJ MORALES,YOLANDA ELIABETH LEON LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0095-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO MIXTO CRISTIANO NUEVA JERUSALEN II,LOTE 32 MANZANA B SECTOR 10 PRADOS DE VILLA HERMOSA,52557587,ANNY VICTORIA PERDOMO VILLATORO,ELBIA LORENA GUILLEN CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0102-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO CRISTIANO VERBO LOS ALAMOS,0 AVE. 5-73 ZONA 6 COLONIA LOS ALAMOS,27806270,ALFREDO NOHELI TEMAJ MORALES,ROSSANA ESMERALDA ESQUIT PORTILLO DE TINTÍ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0117-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO MIXTO SAN JOSE LA PAZ,"0 CALLE C, 8-89, ZONA 2",44716590,ANNY VICTORIA PERDOMO VILLATORO,MIRNA CATALINA PAZ BAUTISTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0120-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO BILINGUE UN NUEVO AMANECER,"4TA. CALLE, 1-40, COLONIA LOS ALAMOS, ZONA 6",24483470,ALFREDO NOHELI TEMAJ MORALES,MIRNA LISETTE AROCHE ROSALES DE FUENTES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0124-46,01-408,GUATEMALA,SAN MIGUEL PETAPA,CENTRO CULTURAL SAGRADA FAMILIA NO. 2,"LOTE 64, 65 Y 66, MANZANA A, SECTOR 10, PRADOS DE VILLA HERMOSA, ZONA 7",24646082,MANUEL MARIA CANO CASTRO,ALMA MARIA ALONZO RIVERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0131-46,01-641,GUATEMALA,SAN MIGUEL PETAPA,"COLEGIO MIXTO ""NICTE""","LOTE 45 MANZANA ""D"" SECTOR 10 PRADOS DE VILLA HERMOSA",24646675,SERGIO ALEJANDRO VILLATORO VILLAGRAN,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0138-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO JARDÍN MARÍA,"SECTOR 3, LOTE 15, MANZANA C, VILLA HERMOSA I",24805569,ALFREDO NOHELI TEMAJ MORALES,OSCAR ENRIQUE SANCHEZ SIGUENZA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0139-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO CENTRO CULTURAL SAGRADA FAMILIA NO. 2,"LOTE 64, 65 Y 66, MANZANA A, SECTOR 10 PRADOS DE VILLA HERMOSA",24646082,ANNY VICTORIA PERDOMO VILLATORO,RINA ANGELICA ILLESCAS FUENTES DE GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0153-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO VICTOR MANUEL DUBON ESPADA,"2A. CALLE 1-24 Y 1-38, ZONA 2",66315805,ANNY VICTORIA PERDOMO VILLATORO,SILVIA JOSEFINA CALDERON CRUZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0174-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,LICEO EN INFORMÁTICA COMERCIAL VILLA HERMOSA,"33 AVENIDA 17-83, ZONA 7, VILLA HERMOSA I",24482405,ALFREDO NOHELI TEMAJ MORALES,ANGELA YANETH SANABRIA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0176-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,LICEO TECNICO INDUSTRIAL PALABRA PODER,"24 CALLE 28-98, ZONA 7, VILLA HERMOSA II",24484827,ALFREDO NOHELI TEMAJ MORALES,BELMA JEANNETH SECAIDA CONTRERAS DE MAYÉN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR
01-17-0193-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO JUVENTUD DE LA PROMESA,"1A. CALLE 1-54, ZONA 6, COLONIA LOS ALAMOS",56965608,ALFREDO NOHELI TEMAJ MORALES,THELMA EUGENIA YAC ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0209-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,LICEO DEL SUR LOS ALAMOS,"0 AVENIDA 5-93 ZONA 6, COLONIA LOS ALAMOS",58862220,ALFREDO NOHELI TEMAJ MORALES,ILEANA GRISELDA ELIAS ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0213-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,LICEO DEL SUR LOS ÁLAMOS,"0A. AVENIDA 5-93, ZONA 6, COLONIA LOS ALAMOS",50736391,ALFREDO NOHELI TEMAJ MORALES,ILEANA GRISELDA ALVARADO ELIAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0222-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,LICEO SAN MIGUEL PETAPA,"6A. AVENIDA 4-25, ZONA 10, COLONIA LAS MARGARITAS",59287123,ANNY VICTORIA PERDOMO VILLATORO,ZOILA LIBERTAD VALDES RODAS DE OVALLE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0244-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,LICEO EMPRESARIAL DEL VALLE,"LOTES 20 Y 21, MANZANA C, SECTOR 10, COLONIA PRADOS DE VILLA HERMOSA, ZONA 7",56625517,ANNY VICTORIA PERDOMO VILLATORO,VILMA ESPERANZA CÓCON PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0248-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO MUNDO DE LA CIENCIA,"LOTES 21, 22 Y 23, MANZANA F, SECTOR 9, COLONIA PRADOS DE VILLA HERMOSA",59301378,ANNY VICTORIA PERDOMO VILLATORO,LESLY PATRICIA DE LEON JUAREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0254-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO PRIVADO DIOS CON NOSOTROS,"14A. AVENIDA 27-25, RESIDENCIALES FUENTES DEL VALLE I, ZONA 7",66354329,ANNY VICTORIA PERDOMO VILLATORO,THELMA PATRICIA LOPEZ SANTIZO DE HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0256-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO ROSEANDO PEQUEÑAS ESTRELLAS,"2A. CALLE 1-24 Y 1-32, ZONA 2",55310694,ANNY VICTORIA PERDOMO VILLATORO,CLAUDIA AZUCENA GOMEZ BARILLAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-8923-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,LICEO LATINOAMERICANO,"LOTE 57, MANZANA 'A' SECTOR 9, PRADOS DE VILLA HERMOSA",52187627,ALFREDO NOHELI TEMAJ MORALES,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR
13-27-7032-46,13-049,HUEHUETENANGO,AGUACATAN,COLEGIO PRIVADO EL NUEVO MILLENIUM,3A. AVENIDA 3-01 ZONA 1,77568072,ILIANA ARGENTINA VILLATORO FUNES DE AGUSTIN,MAUDELINO VаSQUEZ CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
09-23-0027-46,09-020,QUETZALTENANGO,LA ESPERANZA,CENTRO DE ESTUDIOS DIVERSIFICADOS CED-QUETZALTENANGO,9A. AVENIDA PARAJE LOS ALISOS Y SAUCES ZONA 1,54145113,JORGE MARIO ROJAS FERNANDEZ,LEONIDAS ERNESTO GONZаLEZ CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
12-23-0031-46,12-082,SAN MARCOS,IXCHIGUAN,"INSTITUTO TECNOLOGICO DEL ALTIPLANO MARQUENSE -ITAMAR- ""QO' TZIK""",CANTON NUEVO IXCHIGUAN,57209157,LUIS EMILIO CHAVEZ PEREZ,EDIN JUAN CARLOS CHILEL SANDOVAL,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
